Servicedescription;Totalsales;Giorni Prenotazione;Compagnia;Travel From;Travel To;Tipoviaggio
Aereo;119,3;2;YT;FIUMICINO;CATANIA;RT
Aereo;-119,3;2;YT;FIUMICINO;CATANIA;RT
Aereo;132,08;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;692,66;2;AZ;FIUMICINO;GENOVA;RT
Aereo;515;4;LX;FIUMICINO;COPENAGHEN;RT
Aereo;361,69;2;AZ;FIUMICINO;PALERMO;RT
Aereo;615,71;4;SN;FIUMICINO;COPENAGHEN;RT
Aereo;123,3;1;No_Compagnia;PARIGI;FIUMICINO;OW
Aereo;247,8;2;AZ;FIUMICINO;CATANIA;RT
Aereo;132,08;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;100;4;AT;FIUMICINO;AGADIR;RT
Aereo;482,64;4;AT;FIUMICINO;AGADIR;RT
Aereo;-482,64;4;AT;FIUMICINO;AGADIR;RT
Aereo;124;2;AZ;FIUMICINO;GENOVA;RT
Aereo;373,66;2;AZ;FIUMICINO;GENOVA;RT
Aereo;183,81;2;AZ;FIUMICINO;GENOVA;RT
Aereo;132,08;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;57,12;1;AZ;CAGLIARI;FIUMICINO;OW
Aereo;74,96;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;132,08;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;129,78;2;AZ;FIUMICINO;BUDAPEST;RT
Aereo;258,97;2;AZ;BUDAPEST;BELGRADE;OW
Aereo;754,24;2;LH;BUDAPEST;CASABLANCA;OW
Aereo;391,35;1;AT;CASABLANCA;FIUMICINO;OW
Aereo;692,69;4;AZ;PISA;ATENE;RT
Aereo;259,72;1;RJ;FIUMICINO;AMMAN;OW
Aereo;395,71;2;A3;AMMAN;FIUMICINO;OW
Aereo;733,88;2;AZ;FIUMICINO;PARIGI;RT
Aereo;132,08;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,08;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;132,08;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;137,58;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;210,16;2;AZ;FIUMICINO;BRINDISI;RT
Aereo;256,75;2;AZ;FIUMICINO;BUDAPEST;RT
Aereo;132,08;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;132,08;2;AZ;FIUMICINO;CAGLIARI;RT
Aereo;57,12;1;AZ;CAGLIARI;FIUMICINO;OW
Aereo;869,18;4;ET;FIUMICINO;MOMBASA;RT
Aereo;1629,19;9;ET;MOMBASA;CAGLIARI;No_Tipoviaggio
Aereo;638;2;ET;MOMBASA;FIUMICINO;OW
Aereo;681,1;4;ET;FIUMICINO;MOMBASA;RT
Aereo;797,36;4;AZ;FIUMICINO;KUALA LUMPUR;RT
Aereo;59,87;1;AZ;CAGLIARI;FIUMICINO;OW
Aereo;60;1;AZ;CAGLIARI;FIUMICINO;OW
Aereo;869,18;4;ET;FIUMICINO;MOMBASA;RT
Aereo;60;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;97,71;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;693,86;2;AF;PARIGI;CAYENNE;RT
Aereo;137,58;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;817,34;2;ET;MOMBASA;FIUMICINO;OW
Aereo;60;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;74,96;1;AZ;FIUMICINO;CAGLIARI;OW
Aereo;137,58;2;AZ;CAGLIARI;FIUMICINO;RT
Aereo;1121,58;4;TK;MOMBASA;FIUMICINO;RT
Aereo;90,88;2;No_Compagnia;NAPOLI;VENEZIA;RT
Aereo;207,81;2;AZ;FIUMICINO;GENOVA;RT
Hotel;702;12;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Auto;199,26;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;139,69;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;201,9;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;512;8;IL GELSO BIANCO HOTE;MISTERBIANCO;MISTERBIANCO;No_Tipoviaggio
Auto;373,07;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;65;1;SUBRIGLIONI;TEULADA;TEULADA;No_Tipoviaggio
Hotel;90;1;REGINA MARGHERITA;CAGLIARI;CAGLIARI;No_Tipoviaggio
Hotel;148;2;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;121;1;BEST WESTERN ROME AI;FIUMICINO;FIUMICINO;No_Tipoviaggio
Hotel;188;2;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;94;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;100;1;CONTINENTAL VENICE;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;100;1;HOTEL CONTINENTAL;LIDO DI JESOLO;LIDO DI JESOLO;No_Tipoviaggio
Hotel;102;1;CONTINENTAL VENICE;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;-102;1;CONTINENTAL VENICE;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;107;1;BEST WESTERN MONDIAL;ROMA;ROMA;No_Tipoviaggio
Hotel;153;1;SPACE TURIN PALACE;TORINO;TORINO;No_Tipoviaggio
Hotel;448;7;IL GELSO BIANCO HOTE;MISTERBIANCO;MISTERBIANCO;No_Tipoviaggio
Hotel;505,5;8;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Auto;174,8;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;218,49;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;249,11;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;148;2;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;121;1;BEST WESTERN ROME AI;FIUMICINO;FIUMICINO;No_Tipoviaggio
Hotel;75;1;OROLOGIO;FERRARA;FERRARA;No_Tipoviaggio
Hotel;70;1;ROSES HOTEL DE LA VI;CIVITAVECCHIA;CIVITAVECCHIA;No_Tipoviaggio
Auto;99,63;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;507,6;6;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;597,6;6;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;-507,6;6;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;162;3;PARK LATINA;LATINA;LATINA;No_Tipoviaggio
Hotel;567;9;IL GELSO BIANCO HOTE;MISTERBIANCO;MISTERBIANCO;No_Tipoviaggio
Hotel;1108,65;19;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Auto;131,1;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;60;1;HOTEL MONTE ROSA;CHIAVARI;CHIAVARI;No_Tipoviaggio
Hotel;198;3;DAMODORO;PORDENONE;PORDENONE;No_Tipoviaggio
Auto;404,8;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;871,5;15;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Auto;267,7;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;269,89;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;161,94;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;240;3;GARDEN HOTEL;LATINA;LATINA;No_Tipoviaggio
Hotel;210;3;MAX HOTEL LIVORNO;LIVORNO;LIVORNO;No_Tipoviaggio
Hotel;-210;3;MAX HOTEL LIVORNO;LIVORNO;LIVORNO;No_Tipoviaggio
Hotel;296,4;4;NH LA SPEZIA;LA SPEZIA;LA SPEZIA;No_Tipoviaggio
Hotel;135;2;BEST WESTERN STELLA;MARSALA;MARSALA;No_Tipoviaggio
Hotel;84;1;ISEOLAGO;ISEO;ISEO;No_Tipoviaggio
Hotel;135;2;BEST WESTERN STELLA;MARSALA;MARSALA;No_Tipoviaggio
Auto;126,72;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;315;1;STRAF;MILANO;MILANO;No_Tipoviaggio
Auto;181,83;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;70;1;ROSES HOTEL DE LA VI;CIVITAVECCHIA;CIVITAVECCHIA;No_Tipoviaggio
Hotel;95;1;BUONCONSIGLIO;TRENTO;TRENTO;No_Tipoviaggio
Auto;160,76;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;86;1;ALBERT HOTEL MILAN;MILANO;MILANO;No_Tipoviaggio
Auto;121,95;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;51,97;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;192;3;IL GELSO BIANCO HOTE;MISTERBIANCO;MISTERBIANCO;No_Tipoviaggio
Auto;45,75;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;80;1;SPACE SUITE SANTA CH;LECCE;LECCE;No_Tipoviaggio
Hotel;55;1;EUROPA;LIVORNO;LIVORNO;No_Tipoviaggio
Hotel;65;1;EUROPA;LIVORNO;LIVORNO;No_Tipoviaggio
Hotel;-55;1;EUROPA;LIVORNO;LIVORNO;No_Tipoviaggio
Hotel;69;1;NAUTILUS;CAGLIARI;CAGLIARI;No_Tipoviaggio
Hotel;212,01;3;NAUTILUS;CAGLIARI;CAGLIARI;No_Tipoviaggio
Hotel;316;4;LU HOTEL CARBONIA;CARBONIA;CARBONIA;No_Tipoviaggio
Auto;56,11;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;95;1;LE CORDERIE;TRIESTE;TRIESTE;No_Tipoviaggio
Auto;126,72;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;72,47;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;74;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;74;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;60;1;AI GELSI HOTEL RISTO;CODROIPO;CODROIPO;No_Tipoviaggio
Auto;304,85;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;37,55;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;87,4;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;67,23;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;296,4;4;NH LA SPEZIA;LA SPEZIA;LA SPEZIA;No_Tipoviaggio
Auto;129,21;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;229,3;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;105;1;BUONCONSIGLIO;TRENTO;TRENTO;No_Tipoviaggio
Hotel;158;2;CALZAVECCHIO;CASALECCHIO DI;CASALECCHIO DI;No_Tipoviaggio
Hotel;62;1;BEST WESTERN HOTEL H;BARI;BARI;No_Tipoviaggio
Auto;164,63;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;249,11;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;87,4;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;158;2;CALZAVECCHIO;CASALECCHIO DI;CASALECCHIO DI;No_Tipoviaggio
Hotel;300;4;FLY HOTEL CAGLIARI;ASSEMINI;ASSEMINI;No_Tipoviaggio
Auto;174,8;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;50;1;HOTEL LE GOLE LOCAND;CELANO;CELANO;No_Tipoviaggio
Hotel;155;2;GRAND HOTEL CROCE DI;MONTECATINI TER;MONTECATINI TER;No_Tipoviaggio
Hotel;69;1;MINERVA;PORDENONE;PORDENONE;No_Tipoviaggio
Hotel;80;1;I HOTEL I CASTELLI;ALBA;ALBA;No_Tipoviaggio
Hotel;87,8;1;NOVOTEL TORINO CORSO;TORINO;TORINO;No_Tipoviaggio
Hotel;420;4;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Hotel;-420;4;KATANEHOUSE;CATANIA;CATANIA;No_Tipoviaggio
Hotel;70;1;ROSES HOTEL DE LA VI;CIVITAVECCHIA;CIVITAVECCHIA;No_Tipoviaggio
Auto;243,9;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;131,1;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;339,4;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;144;2;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Hotel;189;3;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Hotel;252;4;SPACE KATANE PALACE;CATANIA;CATANIA;No_Tipoviaggio
Auto;87,4;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;99,63;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;85,47;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;992,5;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;63,2;1;RELAIS VILLA ANNAMAR;ISTRANA;ISTRANA;No_Tipoviaggio
Hotel;189,6;3;RELAIS VILLA ANNAMAR;ISTRANA;ISTRANA;No_Tipoviaggio
Hotel;177;3;RELAIS VILLA ANNAMAR;ISTRANA;ISTRANA;No_Tipoviaggio
Hotel;177;3;RELAIS VILLA ANNAMAR;ISTRANA;ISTRANA;No_Tipoviaggio
Hotel;69;1;LUX ALESSANDRIA;ALESSANDRIA;ALESSANDRIA;No_Tipoviaggio
Hotel;90;1;BEST WESTERN GENIO;TORINO;TORINO;No_Tipoviaggio
Hotel;82;1;ALBERT HOTEL MILAN;MILANO;MILANO;No_Tipoviaggio
Hotel;60;1;FLORA;NOTO;NOTO;No_Tipoviaggio
Hotel;116;1;NOVOTEL VENEZIA MEST;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;-116;1;NOVOTEL VENEZIA MEST;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;222;3;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;145,8;3;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Auto;161,94;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;243;3;BEST WESTERN CITY HO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Auto;294,84;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;80;1;GRAND HOTEL DUCA D E;TIVOLI;TIVOLI;No_Tipoviaggio
Auto;110,73;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;79;1;FLORA;NOTO;NOTO;No_Tipoviaggio
Hotel;138;2;BELLA ITALIA PALACE;NOVARA;NOVARA;No_Tipoviaggio
Auto;144,83;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;81,68;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;100;2;IL CHIOSTRO;VERBANIA;VERBANIA;No_Tipoviaggio
Hotel;50;1;IL CHIOSTRO;VERBANIA;VERBANIA;No_Tipoviaggio
Hotel;-100;2;IL CHIOSTRO;VERBANIA;VERBANIA;No_Tipoviaggio
Hotel;89;1;HOTEL JAMES JOYCE;TRIESTE;TRIESTE;No_Tipoviaggio
Hotel;90;1;AUGUSTUS HOTEL BIELL;BIELLA;BIELLA;No_Tipoviaggio
Hotel;95;1;SAVOIA;ALASSIO;ALASSIO;No_Tipoviaggio
Hotel;-95;1;SAVOIA;ALASSIO;ALASSIO;No_Tipoviaggio
Auto;74,75;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;-160;2;DEI FIORI;ALASSIO;ALASSIO;No_Tipoviaggio
Hotel;80;1;DEI FIORI;ALASSIO;ALASSIO;No_Tipoviaggio
Hotel;170;2;SAVOIA;ALASSIO;ALASSIO;No_Tipoviaggio
Hotel;210;2;SAVOIA;ALASSIO;ALASSIO;No_Tipoviaggio
Hotel;-170;2;SAVOIA;ALASSIO;ALASSIO;No_Tipoviaggio
Auto;48,35;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;-74;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;160;2;DEI FIORI;ALASSIO;ALASSIO;No_Tipoviaggio
Hotel;-340;1;HOLIDAY INN TURIN CO;TORINO;TORINO;No_Tipoviaggio
Hotel;150;2;LAURA;ROMA;ROMA;No_Tipoviaggio
Hotel;220;4;LAURA;ROMA;ROMA;No_Tipoviaggio
Hotel;74;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;74;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;90;1;LE CORDERIE;TRIESTE;TRIESTE;No_Tipoviaggio
Hotel;72;1;TINTORETTO;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;160;2;GRAND HOTEL CROCE DI;MONTECATINI TER;MONTECATINI TER;No_Tipoviaggio
Hotel;59;1;IL CONVENTO PISTOIA;PISTOIA;PISTOIA;No_Tipoviaggio
Hotel;185,25;3;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;205,05;2;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;256,05;2;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;-256,05;2;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;-185,25;3;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Auto;161,96;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;51;1;LA LA PACE;PISA;PISA;No_Tipoviaggio
Hotel;200;4;IL CHIOSTRO;VERBANIA;VERBANIA;No_Tipoviaggio
Hotel;147;3;BELLA ITALIA PALACE;NOVARA;NOVARA;No_Tipoviaggio
Hotel;155;2;GRAND HOTEL CROCE DI;MONTECATINI TER;MONTECATINI TER;No_Tipoviaggio
Hotel;59;1;IL CONVENTO PISTOIA;PISTOIA;PISTOIA;No_Tipoviaggio
Hotel;179,55;1;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;205,05;1;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;-179,55;1;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;160;2;BEST WESTERN HOTEL F;PARMA;PARMA;No_Tipoviaggio
Hotel;80;1;BEST WESTERN HOTEL F;PARMA;PARMA;No_Tipoviaggio
Hotel;80;1;SPACE SUITE SANTA CH;LECCE;LECCE;No_Tipoviaggio
Hotel;186;3;ALAN;ANZOLA DELL EMI;ANZOLA DELL EMI;No_Tipoviaggio
Hotel;229,5;3;BEST WESTERN CITY HO;BOLOGNA;BOLOGNA;No_Tipoviaggio
Hotel;-186;3;ALAN;ANZOLA DELL EMI;ANZOLA DELL EMI;No_Tipoviaggio
Hotel;74;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;-74;1;DOMIDEA;ROMA;ROMA;No_Tipoviaggio
Hotel;160;2;BEST WESTERN HOTEL F;PARMA;PARMA;No_Tipoviaggio
Hotel;-160;2;BEST WESTERN HOTEL F;PARMA;PARMA;No_Tipoviaggio
Auto;210,12;0;EUROPCAR ITALIA SPA;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;115;2;IL VIANDANTE;TERRANUOVA BRAC;TERRANUOVA BRAC;No_Tipoviaggio
Hotel;159,99;3;IL VIANDANTE;TERRANUOVA BRAC;TERRANUOVA BRAC;No_Tipoviaggio
Hotel;174,99;3;IL VIANDANTE;TERRANUOVA BRAC;TERRANUOVA BRAC;No_Tipoviaggio
Hotel;67;1;STARHOTELS TUSCANY;FIRENZE;FIRENZE;No_Tipoviaggio
Auto;174,8;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;165;3;IDEA HOTEL PLUS SAVO;SAVONA;SAVONA;No_Tipoviaggio
Hotel;62;1;BEST WESTERN HOTEL H;BARI;BARI;No_Tipoviaggio
Auto;131,1;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;160;2;GRAND HOTEL DUCA D E;TIVOLI;TIVOLI;No_Tipoviaggio
Hotel;260;4;LA LA BAITA;MALBORGHETTO VA;MALBORGHETTO VA;No_Tipoviaggio
Hotel;260;4;LA LA BAITA;MALBORGHETTO VA;MALBORGHETTO VA;No_Tipoviaggio
Hotel;195;3;LA LA BAITA;MALBORGHETTO VA;MALBORGHETTO VA;No_Tipoviaggio
Hotel;68;1;EUROPA;LIVORNO;LIVORNO;No_Tipoviaggio
Hotel;220;4;HOTEL ROMANISIO;FOSSANO;FOSSANO;No_Tipoviaggio
Hotel;90;1;NOVOTEL VENEZIA MEST;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;88,6;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;99,6;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;93,1;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;89,1;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;-93,1;1;MERCURE ROMA PIAZZA;ROMA;ROMA;No_Tipoviaggio
Hotel;69;1;IL CONVENTO PISTOIA;PISTOIA;PISTOIA;No_Tipoviaggio
Hotel;182,4;1;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;179,55;2;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;205,05;2;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;-182,4;1;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;-179,55;2;IBIS FIRENZE NORD AE;SESTO FIORENTIN;SESTO FIORENTIN;No_Tipoviaggio
Hotel;51;1;LA LA PACE;PISA;PISA;No_Tipoviaggio
Hotel;65;1;HOTEL SPESSOTTO;PORTOGRUARO;PORTOGRUARO;No_Tipoviaggio
Auto;57,94;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;180;3;IL VIANDANTE;TERRANUOVA BRAC;TERRANUOVA BRAC;No_Tipoviaggio
Hotel;65;1;ENEA HOTEL APRILIA A;APRILIA;APRILIA;No_Tipoviaggio
Auto;78,81;0;HERTZ ITALIANA SRL;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;95;1;LE CORDERIE;TRIESTE;TRIESTE;No_Tipoviaggio
Hotel;67;1;LA TERRAZZA VERCELLI;VERCELLI;VERCELLI;No_Tipoviaggio
Hotel;65;1;ENEA HOTEL APRILIA A;APRILIA;APRILIA;No_Tipoviaggio
Hotel;85;1;CONTINENTAL VENICE;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;187;2;CONTINENTAL VENICE;VENEZIA;VENEZIA;No_Tipoviaggio
Hotel;160;2;DEI FIORI;ALASSIO;ALASSIO;No_Tipoviaggio
Hotel;236;4;BELLA ITALIA PALACE;NOVARA;NOVARA;No_Tipoviaggio
Hotel;-236;4;BELLA ITALIA PALACE;NOVARA;NOVARA;No_Tipoviaggio
Hotel;125,99;1;IBIS RUNGIS ORLY;RUNGIS;RUNGIS;No_Tipoviaggio
Aereo;993,86;2;TX;PARIGI;CAYENNE;RT
Hotel;149;1;PARKER HOTEL BRUSSEL;DIEGEM;DIEGEM;No_Tipoviaggio
FFSS;14;1;FFSS;FORMIA-GAETA;NAPOLI;No_Tipoviaggio
FFSS;14;1;FFSS;NAPOLI;FORMIA-GAETA;No_Tipoviaggio
Hotel;-176,84;5;HILTON GARDEN INN KO;KONYA;KONYA;No_Tipoviaggio
FFSS;51,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;51,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
FFSS;39,5;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;39,5;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Hotel;1492,34;7;CROWNE PLAZA YAS ISL;ABU DHABI;ABU DHABI;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
Hotel;1492,34;7;CROWNE PLAZA YAS ISL;ABU DHABI;ABU DHABI;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
Auto;437,7;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;250;5;ATLANTIC PALM BEACH;AGADIR;AGADIR;No_Tipoviaggio
Hotel;388,5;7;ATLANTIC PALM BEACH;AGADIR;AGADIR;No_Tipoviaggio
Auto;258,9;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Auto;311,36;0;AVIS BUDGET ITALIA S;No_Travel From;No_Travel To;No_Tipoviaggio
Hotel;495,28;3;SOFITEL ATHENS AIRPO;SPATAS;SPATAS;No_Tipoviaggio
FFSS;51,3;1;FFSS;NAPOLI;ROMA;No_Tipoviaggio
FFSS;51,3;1;FFSS;ROMA;NAPOLI;No_Tipoviaggio
Aereo;81,84;1;V7;CATANIA;CAGLIARI;OW
Hotel;297;3;PETIT PALACE PUERTA;MADRID;MADRID;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
Hotel;61,36;1;BOHEM ART;BUDAPEST;BUDAPEST;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
FFSS;14;1;FFSS;FIUMICINO;ROMA;No_Tipoviaggio
Hotel;110;1;THON HOTEL EU;BRUXELLES;BRUXELLES;No_Tipoviaggio
FFSS;14;1;FFSS;ROMA;FIUMICINO;No_Tipoviaggio
